film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,last_update,special_features,fulltext
321,FLASH WARS,A Astounding Saga of a Moose And a Pastry Chef who must Chase a Student in The Gulf of Mexico,2006,1,,3,4.99,123,21.99,NC-17,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}",'astound':4 'chase':15 'chef':12 'flash':1 'gulf':20 'mexico':22 'moos':8 'must':14 'pastri':11 'saga':5 'student':17 'war':2
322,FLATLINERS KILLER,A Taut Display of a Secret Agent And a Waitress who must Sink a Robot in An Abandoned Mine Shaft,2006,1,,5,2.99,100,29.99,G,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes""}",'abandon':20 'agent':9 'display':5 'flatlin':1 'killer':2 'mine':21 'must':14 'robot':17 'secret':8 'shaft':22 'sink':15 'taut':4 'waitress':12
323,FLIGHT LIES,A Stunning Character Study of a Crocodile And a Pioneer who must Pursue a Teacher in New Orleans,2006,1,,7,4.99,179,22.99,R,2007-09-10 17:46:03.905795,{Trailers},'charact':5 'crocodil':9 'flight':1 'lie':2 'must':14 'new':19 'orlean':20 'pioneer':12 'pursu':15 'studi':6 'stun':4 'teacher':17
324,FLINTSTONES HAPPINESS,A Fateful Story of a Husband And a Moose who must Vanquish a Boy in California,2006,1,,3,4.99,148,11.99,PG-13,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'boy':16 'california':18 'fate':4 'flintston':1 'happi':2 'husband':8 'moos':11 'must':13 'stori':5 'vanquish':14
325,FLOATS GARDEN,A Action-Packed Epistle of a Robot And a Car who must Chase a Boat in Ancient Japan,2006,1,,6,2.99,145,29.99,PG-13,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}",'action':5 'action-pack':4 'ancient':20 'boat':18 'car':13 'chase':16 'epistl':7 'float':1 'garden':2 'japan':21 'must':15 'pack':6 'robot':10
326,FLYING HOOK,A Thrilling Display of a Mad Cow And a Dog who must Challenge a Frisbee in Nigeria,2006,1,,6,2.99,69,18.99,NC-17,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}",'challeng':15 'cow':9 'display':5 'dog':12 'fli':1 'frisbe':17 'hook':2 'mad':8 'must':14 'nigeria':19 'thrill':4
327,FOOL MOCKINGBIRD,A Lacklusture Tale of a Crocodile And a Composer who must Defeat a Madman in A U-Boat,2006,1,,3,4.99,158,24.99,PG,2007-09-10 17:46:03.905795,"{Trailers,Commentaries}",'boat':21 'compos':11 'crocodil':8 'defeat':14 'fool':1 'lacklustur':4 'madman':16 'mockingbird':2 'must':13 'tale':5 'u':20 'u-boat':19
328,FOREVER CANDIDATE,A Unbelieveable Panorama of a Technical Writer And a Man who must Pursue a Frisbee in A U-Boat,2006,1,,7,2.99,131,28.99,NC-17,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'boat':22 'candid':2 'forev':1 'frisbe':17 'man':12 'must':14 'panorama':5 'pursu':15 'technic':8 'u':21 'u-boat':20 'unbeliev':4 'writer':9
329,FORREST SONS,A Thrilling Documentary of a Forensic Psychologist And a Butler who must Defeat a Explorer in A Jet Boat,2006,1,,4,2.99,63,15.99,R,2007-09-10 17:46:03.905795,{Commentaries},'boat':21 'butler':12 'defeat':15 'documentari':5 'explor':17 'forens':8 'forrest':1 'jet':20 'must':14 'psychologist':9 'son':2 'thrill':4
330,FORRESTER COMANCHEROS,A Fateful Tale of a Squirrel And a Forensic Psychologist who must Redeem a Man in Nigeria,2006,1,,7,4.99,112,22.99,NC-17,2007-09-10 17:46:03.905795,"{Trailers,""Behind the Scenes""}",'comanchero':2 'fate':4 'forens':11 'forrest':1 'man':17 'must':14 'nigeria':19 'psychologist':12 'redeem':15 'squirrel':8 'tale':5
331,FORWARD TEMPLE,A Astounding Display of a Forensic Psychologist And a Mad Scientist who must Challenge a Girl in New Orleans,2006,1,,6,2.99,90,25.99,NC-17,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}",'astound':4 'challeng':16 'display':5 'forens':8 'forward':1 'girl':18 'mad':12 'must':15 'new':20 'orlean':21 'psychologist':9 'scientist':13 'templ':2
332,FRANKENSTEIN STRANGER,A Insightful Character Study of a Feminist And a Pioneer who must Pursue a Pastry Chef in Nigeria,2006,1,,7,0.99,159,16.99,NC-17,2007-09-10 17:46:03.905795,"{""Deleted Scenes"",""Behind the Scenes""}",'charact':5 'chef':18 'feminist':9 'frankenstein':1 'insight':4 'must':14 'nigeria':20 'pastri':17 'pioneer':12 'pursu':15 'stranger':2 'studi':6
333,FREAKY POCUS,A Fast-Paced Documentary of a Pastry Chef And a Crocodile who must Chase a Squirrel in The Gulf of Mexico,2006,1,,7,2.99,126,16.99,R,2007-09-10 17:46:03.905795,"{Trailers,""Behind the Scenes""}",'chase':17 'chef':11 'crocodil':14 'documentari':7 'fast':5 'fast-pac':4 'freaki':1 'gulf':22 'mexico':24 'must':16 'pace':6 'pastri':10 'pocus':2 'squirrel':19
334,FREDDY STORM,A Intrepid Saga of a Man And a Lumberjack who must Vanquish a Husband in The Outback,2006,1,,6,4.99,65,21.99,NC-17,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}",'freddi':1 'husband':16 'intrepid':4 'lumberjack':11 'man':8 'must':13 'outback':19 'saga':5 'storm':2 'vanquish':14
335,FREEDOM CLEOPATRA,A Emotional Reflection of a Dentist And a Mad Cow who must Face a Squirrel in A Baloon,2006,1,,5,0.99,133,23.99,PG-13,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}",'baloon':20 'cleopatra':2 'cow':12 'dentist':8 'emot':4 'face':15 'freedom':1 'mad':11 'must':14 'reflect':5 'squirrel':17
336,FRENCH HOLIDAY,A Thrilling Epistle of a Dog And a Feminist who must Kill a Madman in Berlin,2006,1,,5,4.99,99,22.99,PG,2007-09-10 17:46:03.905795,"{""Behind the Scenes""}",'berlin':18 'dog':8 'epistl':5 'feminist':11 'french':1 'holiday':2 'kill':14 'madman':16 'must':13 'thrill':4
337,FRIDA SLIPPER,A Fateful Story of a Lumberjack And a Car who must Escape a Boat in An Abandoned Mine Shaft,2006,1,,6,2.99,73,11.99,R,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes""}",'abandon':19 'boat':16 'car':11 'escap':14 'fate':4 'frida':1 'lumberjack':8 'mine':20 'must':13 'shaft':21 'slipper':2 'stori':5
338,FRISCO FORREST,A Beautiful Documentary of a Woman And a Pioneer who must Pursue a Mad Scientist in A Shark Tank,2006,1,,6,4.99,51,23.99,PG,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'beauti':4 'documentari':5 'forrest':2 'frisco':1 'mad':16 'must':13 'pioneer':11 'pursu':14 'scientist':17 'shark':20 'tank':21 'woman':8
339,FROGMEN BREAKING,A Unbelieveable Yarn of a Mad Scientist And a Cat who must Chase a Lumberjack in Australia,2006,1,,5,0.99,111,17.99,R,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'australia':19 'break':2 'cat':12 'chase':15 'frogmen':1 'lumberjack':17 'mad':8 'must':14 'scientist':9 'unbeliev':4 'yarn':5
340,FRONTIER CABIN,A Emotional Story of a Madman And a Waitress who must Battle a Teacher in An Abandoned Fun House,2006,1,,6,4.99,183,14.99,PG-13,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes""}",'abandon':19 'battl':14 'cabin':2 'emot':4 'frontier':1 'fun':20 'hous':21 'madman':8 'must':13 'stori':5 'teacher':16 'waitress':11
341,FROST HEAD,A Amazing Reflection of a Lumberjack And a Cat who must Discover a Husband in A MySQL Convention,2006,1,,5,0.99,82,13.99,PG,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes""}",'amaz':4 'cat':11 'convent':20 'discov':14 'frost':1 'head':2 'husband':16 'lumberjack':8 'must':13 'mysql':19 'reflect':5
342,FUGITIVE MAGUIRE,A Taut Epistle of a Feminist And a Sumo Wrestler who must Battle a Crocodile in Australia,2006,1,,7,4.99,83,28.99,R,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes""}",'australia':19 'battl':15 'crocodil':17 'epistl':5 'feminist':8 'fugit':1 'maguir':2 'must':14 'sumo':11 'taut':4 'wrestler':12
343,FULL FLATLINERS,A Beautiful Documentary of a Astronaut And a Moose who must Pursue a Monkey in A Shark Tank,2006,1,,6,2.99,94,14.99,PG,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes""}",'astronaut':8 'beauti':4 'documentari':5 'flatlin':2 'full':1 'monkey':16 'moos':11 'must':13 'pursu':14 'shark':19 'tank':20
344,FURY MURDER,A Lacklusture Reflection of a Boat And a Forensic Psychologist who must Fight a Waitress in A Monastery,2006,1,,3,0.99,178,28.99,PG-13,2007-09-10 17:46:03.905795,"{""Deleted Scenes""}",'boat':8 'fight':15 'forens':11 'furi':1 'lacklustur':4 'monasteri':20 'murder':2 'must':14 'psychologist':12 'reflect':5 'waitress':17
345,GABLES METROPOLIS,A Fateful Display of a Cat And a Pioneer who must Challenge a Pastry Chef in A Baloon Factory,2006,1,,3,0.99,161,17.99,PG,2007-09-10 17:46:03.905795,"{Trailers,Commentaries}",'baloon':20 'cat':8 'challeng':14 'chef':17 'display':5 'factori':21 'fate':4 'gabl':1 'metropoli':2 'must':13 'pastri':16 'pioneer':11
346,GALAXY SWEETHEARTS,A Emotional Reflection of a Womanizer And a Pioneer who must Face a Squirrel in Berlin,2006,1,,4,4.99,128,13.99,R,2007-09-10 17:46:03.905795,"{""Deleted Scenes""}",'berlin':18 'emot':4 'face':14 'galaxi':1 'must':13 'pioneer':11 'reflect':5 'squirrel':16 'sweetheart':2 'woman':8
347,GAMES BOWFINGER,A Astounding Documentary of a Butler And a Explorer who must Challenge a Butler in A Monastery,2006,1,,7,4.99,119,17.99,PG-13,2007-09-10 17:46:03.905795,"{""Behind the Scenes""}","'astound':4 'bowfing':2 'butler':8,16 'challeng':14 'documentari':5 'explor':11 'game':1 'monasteri':19 'must':13"
348,GANDHI KWAI,A Thoughtful Display of a Mad Scientist And a Secret Agent who must Chase a Boat in Berlin,2006,1,,7,0.99,86,9.99,PG-13,2007-09-10 17:46:03.905795,{Trailers},'agent':13 'berlin':20 'boat':18 'chase':16 'display':5 'gandhi':1 'kwai':2 'mad':8 'must':15 'scientist':9 'secret':12 'thought':4
349,GANGS PRIDE,A Taut Character Study of a Woman And a A Shark who must Confront a Frisbee in Berlin,2006,1,,4,2.99,185,27.99,PG-13,2007-09-10 17:46:03.905795,"{""Behind the Scenes""}",'berlin':20 'charact':5 'confront':16 'frisbe':18 'gang':1 'must':15 'pride':2 'shark':13 'studi':6 'taut':4 'woman':9
350,GARDEN ISLAND,A Unbelieveable Character Study of a Womanizer And a Madman who must Reach a Man in The Outback,2006,1,,3,4.99,80,21.99,G,2007-09-10 17:46:03.905795,"{Trailers,""Behind the Scenes""}",'charact':5 'garden':1 'island':2 'madman':12 'man':17 'must':14 'outback':20 'reach':15 'studi':6 'unbeliev':4 'woman':9
351,GASLIGHT CRUSADE,A Amazing Epistle of a Boy And a Astronaut who must Redeem a Man in The Gulf of Mexico,2006,1,,4,2.99,106,10.99,PG,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes""}",'amaz':4 'astronaut':11 'boy':8 'crusad':2 'epistl':5 'gaslight':1 'gulf':19 'man':16 'mexico':21 'must':13 'redeem':14
352,GATHERING CALENDAR,A Intrepid Tale of a Pioneer And a Moose who must Conquer a Frisbee in A MySQL Convention,2006,1,,4,0.99,176,22.99,PG-13,2007-09-10 17:46:03.905795,"{Commentaries,""Behind the Scenes""}",'calendar':2 'conquer':14 'convent':20 'frisbe':16 'gather':1 'intrepid':4 'moos':11 'must':13 'mysql':19 'pioneer':8 'tale':5
353,GENTLEMEN STAGE,A Awe-Inspiring Reflection of a Monkey And a Student who must Overcome a Dentist in The First Manned Space Station,2006,1,,6,2.99,125,22.99,NC-17,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes""}",'awe':5 'awe-inspir':4 'dentist':18 'first':21 'gentlemen':1 'inspir':6 'man':22 'monkey':10 'must':15 'overcom':16 'reflect':7 'space':23 'stage':2 'station':24 'student':13
354,GHOST GROUNDHOG,A Brilliant Panorama of a Madman And a Composer who must Succumb a Car in Ancient India,2006,1,,6,4.99,85,18.99,G,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'ancient':18 'brilliant':4 'car':16 'compos':11 'ghost':1 'groundhog':2 'india':19 'madman':8 'must':13 'panorama':5 'succumb':14
355,GHOSTBUSTERS ELF,A Thoughtful Epistle of a Dog And a Feminist who must Chase a Composer in Berlin,2006,1,,7,0.99,101,18.99,R,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'berlin':18 'chase':14 'compos':16 'dog':8 'elf':2 'epistl':5 'feminist':11 'ghostbust':1 'must':13 'thought':4
356,GIANT TROOPERS,A Fateful Display of a Feminist And a Monkey who must Vanquish a Monkey in The Canadian Rockies,2006,1,,5,2.99,102,10.99,R,2007-09-10 17:46:03.905795,"{Trailers,Commentaries}","'canadian':19 'display':5 'fate':4 'feminist':8 'giant':1 'monkey':11,16 'must':13 'rocki':20 'trooper':2 'vanquish':14"
357,GILBERT PELICAN,A Fateful Tale of a Man And a Feminist who must Conquer a Crocodile in A Manhattan Penthouse,2006,1,,7,0.99,114,13.99,G,2007-09-10 17:46:03.905795,"{Trailers,Commentaries}",'conquer':14 'crocodil':16 'fate':4 'feminist':11 'gilbert':1 'man':8 'manhattan':19 'must':13 'pelican':2 'penthous':20 'tale':5
358,GILMORE BOILED,A Unbelieveable Documentary of a Boat And a Husband who must Succumb a Student in A U-Boat,2006,1,,5,0.99,163,29.99,R,2007-09-10 17:46:03.905795,"{Trailers,""Behind the Scenes""}","'boat':8,21 'boil':2 'documentari':5 'gilmor':1 'husband':11 'must':13 'student':16 'succumb':14 'u':20 'u-boat':19 'unbeliev':4"
359,GLADIATOR WESTWARD,A Astounding Reflection of a Squirrel And a Sumo Wrestler who must Sink a Dentist in Ancient Japan,2006,1,,6,4.99,173,20.99,PG,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes""}",'ancient':19 'astound':4 'dentist':17 'gladiat':1 'japan':20 'must':14 'reflect':5 'sink':15 'squirrel':8 'sumo':11 'westward':2 'wrestler':12
360,GLASS DYING,A Astounding Drama of a Frisbee And a Astronaut who must Fight a Dog in Ancient Japan,2006,1,,4,0.99,103,24.99,G,2007-09-10 17:46:03.905795,{Trailers},'ancient':18 'astound':4 'astronaut':11 'die':2 'dog':16 'drama':5 'fight':14 'frisbe':8 'glass':1 'japan':19 'must':13
361,GLEAMING JAWBREAKER,A Amazing Display of a Composer And a Forensic Psychologist who must Discover a Car in The Canadian Rockies,2006,1,,5,2.99,89,25.99,NC-17,2007-09-10 17:46:03.905795,"{Trailers,Commentaries}",'amaz':4 'canadian':20 'car':17 'compos':8 'discov':15 'display':5 'forens':11 'gleam':1 'jawbreak':2 'must':14 'psychologist':12 'rocki':21
362,GLORY TRACY,A Amazing Saga of a Woman And a Womanizer who must Discover a Cat in The First Manned Space Station,2006,1,,7,2.99,115,13.99,PG-13,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}","'amaz':4 'cat':16 'discov':14 'first':19 'glori':1 'man':20 'must':13 'saga':5 'space':21 'station':22 'traci':2 'woman':8,11"
363,GO PURPLE,A Fast-Paced Display of a Car And a Database Administrator who must Battle a Woman in A Baloon,2006,1,,3,0.99,54,12.99,R,2007-09-10 17:46:03.905795,{Trailers},'administr':14 'baloon':22 'battl':17 'car':10 'databas':13 'display':7 'fast':5 'fast-pac':4 'go':1 'must':16 'pace':6 'purpl':2 'woman':19
364,GODFATHER DIARY,A Stunning Saga of a Lumberjack And a Squirrel who must Chase a Car in The Outback,2006,1,,3,2.99,73,14.99,NC-17,2007-09-10 17:46:03.905795,{Trailers},'car':16 'chase':14 'diari':2 'godfath':1 'lumberjack':8 'must':13 'outback':19 'saga':5 'squirrel':11 'stun':4
365,GOLD RIVER,A Taut Documentary of a Database Administrator And a Waitress who must Reach a Mad Scientist in A Baloon Factory,2006,1,,4,4.99,154,21.99,R,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'administr':9 'baloon':21 'databas':8 'documentari':5 'factori':22 'gold':1 'mad':17 'must':14 'reach':15 'river':2 'scientist':18 'taut':4 'waitress':12
366,GOLDFINGER SENSIBILITY,A Insightful Drama of a Mad Scientist And a Hunter who must Defeat a Pastry Chef in New Orleans,2006,1,,3,0.99,93,29.99,G,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}",'chef':18 'defeat':15 'drama':5 'goldfing':1 'hunter':12 'insight':4 'mad':8 'must':14 'new':20 'orlean':21 'pastri':17 'scientist':9 'sensibl':2
367,GOLDMINE TYCOON,A Brilliant Epistle of a Composer And a Frisbee who must Conquer a Husband in The Outback,2006,1,,6,0.99,153,20.99,R,2007-09-10 17:46:03.905795,"{Trailers,""Behind the Scenes""}",'brilliant':4 'compos':8 'conquer':14 'epistl':5 'frisbe':11 'goldmin':1 'husband':16 'must':13 'outback':19 'tycoon':2
368,GONE TROUBLE,A Insightful Character Study of a Mad Cow And a Forensic Psychologist who must Conquer a A Shark in A Manhattan Penthouse,2006,1,,7,2.99,84,20.99,R,2007-09-10 17:46:03.905795,"{""Deleted Scenes"",""Behind the Scenes""}",'charact':5 'conquer':17 'cow':10 'forens':13 'gone':1 'insight':4 'mad':9 'manhattan':23 'must':16 'penthous':24 'psychologist':14 'shark':20 'studi':6 'troubl':2
369,GOODFELLAS SALUTE,A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory,2006,1,,4,4.99,56,22.99,PG,2007-09-10 17:46:03.905795,"{""Deleted Scenes""}",'baloon':20 'cow':17 'dog':8 'explor':11 'factori':21 'goodfella':1 'mad':16 'must':13 'salut':2 'sink':14 'tale':5 'unbeliev':4
370,GORGEOUS BINGO,A Action-Packed Display of a Sumo Wrestler And a Car who must Overcome a Waitress in A Baloon Factory,2006,1,,4,2.99,108,26.99,R,2007-09-10 17:46:03.905795,"{""Deleted Scenes"",""Behind the Scenes""}",'action':5 'action-pack':4 'baloon':22 'bingo':2 'car':14 'display':7 'factori':23 'gorgeous':1 'must':16 'overcom':17 'pack':6 'sumo':10 'waitress':19 'wrestler':11
371,GOSFORD DONNIE,An Epic Panorama of a Mad Scientist And a Monkey who must Redeem a Secret Agent in Berlin,2006,1,,5,4.99,129,17.99,G,2007-09-10 17:46:03.905795,{Commentaries},'agent':18 'berlin':20 'donni':2 'epic':4 'gosford':1 'mad':8 'monkey':12 'must':14 'panorama':5 'redeem':15 'scientist':9 'secret':17
372,GRACELAND DYNAMITE,A Taut Display of a Cat And a Girl who must Overcome a Database Administrator in New Orleans,2006,1,,5,4.99,140,26.99,R,2007-09-10 17:46:03.905795,"{Trailers,Commentaries}",'administr':17 'cat':8 'databas':16 'display':5 'dynamit':2 'girl':11 'graceland':1 'must':13 'new':19 'orlean':20 'overcom':14 'taut':4
373,GRADUATE LORD,A Lacklusture Epistle of a Girl And a A Shark who must Meet a Mad Scientist in Ancient China,2006,1,,7,2.99,156,14.99,G,2007-09-10 17:46:03.905795,"{Trailers,""Behind the Scenes""}",'ancient':20 'china':21 'epistl':5 'girl':8 'graduat':1 'lacklustur':4 'lord':2 'mad':17 'meet':15 'must':14 'scientist':18 'shark':12
374,GRAFFITI LOVE,A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin,2006,1,,3,0.99,117,29.99,PG,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes""}",'berlin':19 'build':15 'compos':17 'epistl':5 'graffiti':1 'hunter':12 'love':2 'must':14 'sumo':8 'unbeliev':4 'wrestler':9
375,GRAIL FRANKENSTEIN,A Unbelieveable Saga of a Teacher And a Monkey who must Fight a Girl in An Abandoned Mine Shaft,2006,1,,4,2.99,85,17.99,NC-17,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'abandon':19 'fight':14 'frankenstein':2 'girl':16 'grail':1 'mine':20 'monkey':11 'must':13 'saga':5 'shaft':21 'teacher':8 'unbeliev':4
376,GRAPES FURY,A Boring Yarn of a Mad Cow And a Sumo Wrestler who must Meet a Robot in Australia,2006,1,,4,0.99,155,20.99,G,2007-09-10 17:46:03.905795,"{Commentaries,""Behind the Scenes""}",'australia':20 'bore':4 'cow':9 'furi':2 'grape':1 'mad':8 'meet':16 'must':15 'robot':18 'sumo':12 'wrestler':13 'yarn':5
377,GREASE YOUTH,A Emotional Panorama of a Secret Agent And a Waitress who must Escape a Composer in Soviet Georgia,2006,1,,7,0.99,135,20.99,G,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes""}",'agent':9 'compos':17 'emot':4 'escap':15 'georgia':20 'greas':1 'must':14 'panorama':5 'secret':8 'soviet':19 'waitress':12 'youth':2
378,GREATEST NORTH,A Astounding Character Study of a Secret Agent And a Robot who must Build a A Shark in Berlin,2006,1,,5,2.99,93,24.99,NC-17,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}",'agent':10 'astound':4 'berlin':21 'build':16 'charact':5 'greatest':1 'must':15 'north':2 'robot':13 'secret':9 'shark':19 'studi':6
379,GREEDY ROOTS,A Amazing Reflection of a A Shark And a Butler who must Chase a Hunter in The Canadian Rockies,2006,1,,7,0.99,166,14.99,R,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes""}",'amaz':4 'butler':12 'canadian':20 'chase':15 'greedi':1 'hunter':17 'must':14 'reflect':5 'rocki':21 'root':2 'shark':9
380,GREEK EVERYONE,A Stunning Display of a Butler And a Teacher who must Confront a A Shark in The First Manned Space Station,2006,1,,7,2.99,176,11.99,PG,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes""}",'butler':8 'confront':14 'display':5 'everyon':2 'first':20 'greek':1 'man':21 'must':13 'shark':17 'space':22 'station':23 'stun':4 'teacher':11
